long_name,age,height_cm,weight_kg,nationality,league_rank,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,real_face,release_clause_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,num_traits,Atk_effort,Def_effort,player_versatility
Robby McCrorie,22,189,80,26,1.0,63,75,525000,1000,1,1,3,1,1,No,525000,62.0,64.0,63.0,67.0,32.0,62.0,24,9,10,20,5,16,22,24,21,22,34,30,31,52,57,47,55,33,61,6,35,9,7,38,20,38,12,13,62,64,63,62,67,25,25,25,22,23,23,23,22,25,25,25,26,25,25,25,26,24,25,25,25,24,23,24,24,24,23,0,1,1,1
William Jääskeläinen,21,183,73,999,3.0,63,73,475000,1000,1,1,2,1,1,No,475000,63.0,62.0,63.0,64.0,37.0,62.0,14,13,14,37,13,13,14,14,35,22,35,38,45,53,44,47,61,29,55,14,19,12,6,40,20,41,15,13,63,62,63,62,64,27,27,27,24,25,25,25,24,30,30,30,28,31,31,31,28,25,28,28,28,25,25,25,25,25,25,1,1,1,1
Jimmy Leandro Roca Salazar,21,180,78,34,1.0,63,70,400000,500,1,1,2,1,1,No,400000,61.0,55.0,58.0,69.0,34.0,60.0,11,8,23,21,8,5,22,13,24,22,36,33,30,71,45,44,64,40,45,7,24,9,5,28,10,23,14,14,61,55,58,60,69,26,26,26,20,22,22,22,20,24,24,24,25,26,26,26,25,25,25,25,25,25,25,24,24,24,25,0,1,1,1
Thomas Dähne,26,193,84,1,2.0,63,68,350000,3000,1,1,4,1,1,No,350000,67.0,56.0,65.0,67.0,58.0,59.0,14,14,17,29,16,12,20,15,24,25,57,58,36,59,41,49,54,38,72,20,27,20,17,53,26,50,16,13,67,56,65,59,67,33,33,33,29,31,31,31,29,33,33,33,32,32,32,32,32,29,30,30,30,29,29,29,29,29,29,0,1,1,1
Lukas Raeder,26,194,89,1,3.0,63,68,350000,750,1,1,3,1,1,No,350000,60.0,61.0,64.0,63.0,32.0,65.0,11,9,17,32,10,20,12,13,25,22,26,36,30,62,29,48,55,37,77,8,23,8,7,52,12,32,11,10,60,61,64,65,63,28,28,28,24,27,27,27,24,30,30,30,29,31,31,31,29,24,27,27,27,24,23,25,25,25,23,0,1,1,1
Liam Roberts,25,194,82,0,4.0,63,68,375000,2000,0,1,2,1,1,No,375000,65.0,57.0,59.0,65.0,47.0,62.0,16,18,15,33,12,17,20,15,29,27,45,48,44,57,31,44,65,30,63,16,25,22,12,49,21,53,14,16,65,57,59,62,65,31,31,31,29,30,30,30,29,33,33,33,32,33,33,33,32,29,31,31,31,29,29,30,30,30,29,2,1,1,1
Théo Guivarch,24,195,87,3,2.0,63,68,375000,800,1,1,2,1,1,No,375000,67.0,57.0,58.0,66.0,34.0,60.0,14,12,10,20,18,14,19,6,39,14,37,32,50,57,57,44,57,33,81,16,34,15,15,25,19,30,10,11,67,57,58,60,66,27,27,27,22,23,23,23,22,25,25,25,25,26,26,26,25,23,27,27,27,23,22,26,26,26,22,1,1,1,1
Lee Burge,27,180,70,0,3.0,63,66,325000,2000,0,1,3,1,0,No,325000,67.0,60.0,51.0,69.0,41.0,59.0,12,14,19,33,11,18,19,14,21,32,42,41,47,50,68,38,56,35,53,14,25,11,5,28,31,40,16,19,67,60,51,59,69,28,28,28,26,26,26,26,26,29,29,29,29,28,28,28,29,28,28,28,28,28,27,27,27,27,27,1,1,1,1
이태희 李泰熙,25,188,81,18,1.0,63,66,350000,750,1,1,3,1,1,No,350000,62.0,62.0,61.0,63.0,44.0,62.0,17,16,12,29,18,12,35,13,21,19,42,46,33,62,50,46,53,31,67,19,25,22,17,35,30,59,18,12,62,62,61,62,63,30,30,30,26,27,27,27,26,29,29,29,29,29,29,29,29,28,28,28,28,28,27,28,28,28,27,1,1,1,1
Mark Oxley,29,180,73,0,4.0,63,64,300000,2000,1,1,2,1,1,No,300000,64.0,63.0,62.0,64.0,29.0,63.0,13,12,11,33,15,15,16,11,36,24,31,28,55,51,52,47,44,30,65,14,40,26,14,43,13,46,13,13,64,63,62,63,64,28,28,28,25,26,26,26,25,30,30,30,28,32,32,32,28,26,32,32,32,26,26,29,29,29,26,1,1,1,1
Flavius Dănuț Croitoru,27,192,85,21,1.0,63,64,300000,1000,1,1,2,1,1,No,300000,60.0,68.0,67.0,66.0,44.0,46.0,11,6,14,38,8,9,12,11,37,18,41,47,55,79,56,50,71,62,70,8,61,7,18,42,18,58,10,11,60,68,67,46,66,30,30,30,26,28,28,28,26,32,32,32,32,34,34,34,32,29,33,33,33,29,28,29,29,29,28,0,1,1,1
Gary Rogers,38,188,87,19,1.0,63,63,35000,500,1,1,2,1,1,No,35000,62.0,64.0,59.0,61.0,27.0,64.0,13,19,14,36,12,14,14,12,23,10,29,26,41,60,51,44,56,26,56,11,34,17,13,52,19,58,14,14,62,64,59,64,61,27,27,27,24,26,26,26,24,30,30,30,27,30,30,30,27,24,28,28,28,24,24,27,27,27,24,2,1,1,1
Scott Flinders,34,193,87,0,4.0,63,63,160000,2000,1,1,2,1,1,No,160000,64.0,60.0,58.0,65.0,34.0,62.0,13,16,14,27,14,11,16,11,32,18,39,29,42,60,45,44,65,36,68,16,28,15,11,48,23,54,13,15,64,60,58,62,65,28,28,28,24,26,26,26,24,29,29,29,28,30,30,30,28,25,29,29,29,25,25,27,27,27,25,0,1,1,1
Liam Reddy,38,189,90,28,1.0,63,63,35000,900,1,1,2,1,1,No,35000,63.0,61.0,60.0,62.0,48.0,64.0,10,10,10,17,10,10,13,12,18,19,48,48,45,63,47,45,45,39,69,10,44,18,8,35,21,62,11,10,63,61,60,64,62,27,27,27,23,24,24,24,23,26,26,26,26,25,25,25,26,26,27,27,27,26,26,27,27,27,26,1,1,1,1
Scott Davies,33,183,70,0,4.0,63,63,200000,2000,1,1,3,1,1,No,200000,63.0,60.0,61.0,66.0,25.0,62.0,11,20,18,52,11,13,13,12,50,25,26,25,26,57,45,46,42,24,49,13,22,22,15,49,16,45,12,11,63,60,61,62,66,30,30,30,26,29,29,29,26,35,35,35,31,38,38,38,31,27,35,35,35,27,26,28,28,28,26,2,1,1,1
Marek Štěch,30,195,89,41,4.0,63,63,250000,3000,1,1,2,1,1,No,250000,65.0,61.0,64.0,63.0,36.0,64.0,10,11,17,25,12,12,14,11,29,21,38,35,46,56,55,48,64,31,65,16,25,19,8,44,12,55,13,13,65,61,64,64,63,27,27,27,23,25,25,25,23,28,28,28,26,29,29,29,26,25,28,28,28,25,25,28,28,28,25,0,1,1,1
Benjamin Büchel,30,187,85,999,1.0,63,63,250000,1000,1,1,3,1,1,No,250000,63.0,62.0,63.0,66.0,34.0,64.0,11,11,11,18,11,11,17,16,24,19,35,33,44,52,34,47,56,39,60,16,18,12,11,29,12,19,12,13,63,62,63,64,66,26,26,26,21,22,22,22,21,24,24,24,24,25,25,25,24,24,25,25,25,24,24,25,25,25,24,0,1,1,1
Steve Arnold,30,186,84,0,3.0,63,63,250000,2000,1,1,3,1,1,No,250000,65.0,62.0,63.0,64.0,31.0,60.0,17,11,12,27,18,11,11,20,26,17,32,30,39,53,35,47,54,28,55,11,27,11,11,31,11,40,13,16,65,62,63,60,64,26,26,26,21,23,23,23,21,25,25,25,25,26,26,26,25,23,25,25,25,23,23,24,24,24,23,1,1,1,1
Dinu Bogdan Moldovan,30,183,72,21,1.0,63,63,250000,1000,1,1,2,1,0,No,250000,63.0,65.0,62.0,64.0,37.0,62.0,25,18,13,24,18,13,25,22,21,13,36,37,32,53,38,47,61,36,48,12,28,17,13,43,23,33,20,16,63,65,62,62,64,27,27,27,24,25,25,25,24,27,27,27,27,27,27,27,27,27,26,26,26,27,26,26,26,26,26,0,1,1,1
Tomás Mejías Osorio,31,195,84,2,1.0,63,63,240000,1000,1,1,2,1,1,No,240000,63.0,64.0,65.0,64.0,55.0,62.0,13,5,13,25,6,10,19,12,32,27,57,53,55,53,47,49,54,24,64,19,23,23,13,38,31,20,12,15,63,64,65,62,64,29,29,29,26,27,27,27,26,30,30,30,29,29,29,29,29,27,29,29,29,27,28,28,28,28,28,1,1,1,1
Paul Farman,30,186,81,0,4.0,63,63,250000,2000,1,1,3,1,1,No,250000,64.0,58.0,63.0,66.0,42.0,60.0,13,19,20,30,18,8,9,7,21,18,43,42,30,64,60,47,57,37,58,9,22,17,15,50,26,43,18,13,64,58,63,60,66,30,30,30,25,28,28,28,25,30,30,30,29,30,30,30,29,27,29,29,29,27,28,28,28,28,28,2,1,1,1
池文一,32,183,70,11,1.0,63,63,220000,2000,1,1,1,1,1,No,220000,63.0,60.0,61.0,64.0,22.0,63.0,14,7,14,28,8,7,12,11,22,12,15,27,30,61,46,46,62,25,53,5,22,10,8,25,19,56,14,13,63,60,61,63,64,23,23,23,18,19,19,19,18,22,22,22,21,23,23,23,21,23,25,25,25,23,23,26,26,26,23,0,1,1,1
Victor Teodor Rîmniceanu,30,184,85,21,1.0,63,63,250000,1000,1,1,3,1,1,No,250000,61.0,60.0,66.0,63.0,39.0,64.0,12,8,14,23,8,6,10,12,17,13,37,41,45,64,49,50,60,32,44,9,18,8,7,41,18,28,13,13,61,60,66,64,63,25,25,25,21,23,23,23,21,25,25,25,24,25,25,25,24,23,23,23,23,23,23,22,22,22,23,0,1,1,1
Pablo Martín Gavilán Fernández,31,180,74,29,1.0,63,63,240000,500,0,1,2,1,1,No,240000,65.0,62.0,66.0,62.0,22.0,61.0,12,6,13,23,8,5,11,12,21,14,27,17,24,52,42,50,61,17,54,7,17,8,7,49,15,23,10,13,65,62,66,61,62,22,22,22,18,20,20,20,18,23,23,23,21,24,24,24,21,19,22,22,22,19,19,21,21,21,19,0,1,1,1
谷 晃生,19,187,78,6,1.0,62,75,475000,500,1,1,3,1,1,No,475000,62.0,63.0,58.0,67.0,26.0,53.0,13,5,10,20,9,5,10,11,23,10,26,26,26,59,34,44,45,20,53,8,20,13,7,33,14,39,10,12,62,63,58,53,67,22,22,22,17,19,19,19,17,21,21,21,20,22,22,22,20,20,23,23,23,20,20,22,22,22,20,0,1,1,1
Thomas Glover,22,190,90,28,1.0,62,72,375000,2000,1,1,2,1,1,No,375000,63.0,58.0,61.0,64.0,24.0,63.0,11,7,10,29,9,10,13,10,31,15,16,31,26,56,36,46,63,17,42,6,22,7,7,40,14,49,12,10,63,58,61,63,64,23,23,23,19,21,21,21,19,25,25,25,23,26,26,26,23,21,25,25,25,21,21,23,23,23,21,0,1,1,1
Marco Wolff,23,190,80,4,2.0,62,71,375000,500,1,1,2,1,0,No,375000,60.0,57.0,56.0,63.0,16.0,62.0,12,6,11,29,5,7,13,13,24,12,15,17,23,64,22,42,31,26,57,9,26,8,7,58,16,37,10,13,60,57,56,62,63,22,22,22,19,22,22,22,19,26,26,26,23,28,28,28,23,21,26,26,26,21,20,23,23,23,20,0,1,1,1
Viljar Røsholt Myhra,23,194,94,12,1.0,62,70,350000,700,1,1,3,1,1,No,350000,63.0,63.0,57.0,62.0,44.0,60.0,21,14,15,29,17,17,20,13,21,22,48,40,30,54,51,43,51,33,65,20,29,25,17,42,24,42,19,14,63,63,57,60,62,30,30,30,27,28,28,28,27,30,30,30,30,30,30,30,30,29,30,30,30,29,28,29,29,29,28,0,1,1,1
Lewis Ward,23,195,81,0,4.0,62,70,350000,2000,1,1,2,1,0,No,350000,62.0,60.0,60.0,62.0,45.0,61.0,16,15,16,33,15,19,16,17,24,27,46,44,39,56,45,45,58,37,51,19,36,23,14,33,23,28,19,12,62,60,60,61,62,30,30,30,28,29,29,29,28,31,31,31,31,31,31,31,31,29,30,30,30,29,29,29,29,29,29,0,1,1,1
Serigne Mor Mbaye,24,190,80,37,1.0,62,70,350000,600,1,1,3,1,1,No,350000,64.0,59.0,66.0,64.0,27.0,58.0,12,9,13,16,6,11,13,10,23,19,23,30,31,57,26,50,30,16,63,5,16,11,8,32,18,28,11,11,64,59,66,58,64,25,25,25,19,21,21,21,19,23,23,23,22,23,23,23,22,20,23,23,23,20,20,23,23,23,20,0,1,1,1
Jacob Storevik,23,188,83,12,1.0,62,69,325000,550,1,1,2,1,1,No,325000,63.0,60.0,58.0,64.0,36.0,60.0,15,14,14,32,12,20,13,12,27,27,36,36,33,59,42,44,53,29,45,13,23,20,9,56,30,23,19,20,63,60,58,60,64,28,28,28,27,29,29,29,27,33,33,33,31,33,33,33,31,28,30,30,30,28,27,27,27,27,27,0,1,1,1
Ian Lawlor,25,193,80,19,4.0,62,67,300000,2000,1,1,3,1,1,No,300000,65.0,59.0,60.0,64.0,45.0,61.0,14,13,12,33,13,21,12,12,25,34,43,46,63,55,43,45,74,28,72,16,37,15,14,45,28,43,11,16,65,59,60,61,64,31,31,31,30,30,30,30,30,34,34,34,32,32,32,32,32,28,30,30,30,28,27,29,29,29,27,0,1,1,1
Robin Brüseke,26,184,71,1,3.0,62,66,275000,500,1,1,3,1,1,No,275000,62.0,58.0,61.0,65.0,45.0,60.0,12,9,10,24,9,8,11,13,18,16,44,45,36,55,47,46,70,22,53,7,24,14,10,35,14,40,10,13,62,58,61,60,65,25,25,25,22,23,23,23,22,25,25,25,25,24,24,24,25,23,23,23,23,23,23,24,24,24,23,0,1,1,1
Lawrence Vigouroux,26,194,77,32,4.0,62,65,275000,2000,1,1,2,1,0,No,275000,63.0,61.0,62.0,63.0,45.0,61.0,20,17,12,28,19,19,17,17,16,16,48,42,56,55,40,47,48,36,63,11,24,14,6,24,30,46,18,11,63,61,62,61,63,28,28,28,25,25,25,25,25,26,26,26,28,25,25,25,28,27,26,26,26,27,26,26,26,26,26,0,1,1,1
Ben Garratt,26,185,66,0,3.0,62,64,275000,2000,1,1,2,1,0,No,275000,65.0,58.0,58.0,66.0,49.0,61.0,12,12,14,22,15,11,13,15,23,22,51,48,56,50,58,44,58,30,49,13,38,15,12,49,18,49,15,11,65,58,58,61,66,27,27,27,25,26,26,26,25,29,29,29,28,28,28,28,28,25,26,26,26,25,25,25,25,25,25,1,1,1,1
Brendan Clarke,34,185,81,19,1.0,62,62,130000,500,1,1,3,1,1,No,130000,62.0,63.0,59.0,61.0,48.0,62.0,14,14,13,23,15,14,15,15,22,23,48,48,50,57,55,44,55,30,51,12,43,20,15,57,12,47,15,15,62,63,59,62,61,29,29,29,27,28,28,28,27,32,32,32,30,30,30,30,30,27,29,29,29,27,27,28,28,28,27,1,1,1,1
Andreas Lie,32,186,82,12,1.0,62,62,180000,700,1,1,1,1,1,No,180000,63.0,61.0,59.0,63.0,47.0,60.0,11,11,14,34,13,12,13,15,25,23,50,45,56,59,57,44,62,33,68,13,35,23,13,36,23,42,12,13,63,61,59,60,63,29,29,29,26,27,27,27,26,30,30,30,29,30,30,30,29,29,31,31,31,29,28,31,31,31,28,1,1,1,1
张翀,32,190,81,11,1.0,62,62,180000,2000,1,1,1,1,1,No,180000,62.0,61.0,64.0,60.0,54.0,61.0,8,10,20,7,16,16,18,21,9,22,55,54,58,58,35,48,51,28,26,19,13,12,16,44,16,56,20,24,62,61,64,61,60,28,28,28,26,27,27,27,26,28,28,28,27,24,24,24,27,26,23,23,23,26,28,25,25,25,28,1,1,1,1
Elliot Parish,30,188,83,0,1.0,62,62,200000,1000,1,1,2,1,1,Yes,200000,63.0,62.0,61.0,64.0,40.0,58.0,12,15,12,25,15,14,12,13,33,16,40,40,39,54,37,46,57,22,52,16,26,14,8,26,13,43,12,13,63,62,61,58,64,27,27,27,22,23,23,23,22,26,26,26,25,26,26,26,25,24,26,26,26,24,24,26,26,26,24,0,1,1,1
Stojan Lukić,40,192,91,999,1.0,62,62,30000,500,1,1,2,1,1,No,30000,57.0,63.0,52.0,62.0,27.0,67.0,14,15,18,25,14,14,13,12,20,16,24,29,23,59,35,39,59,24,78,11,21,23,17,29,14,29,20,11,57,63,52,67,62,28,28,28,21,24,24,24,21,25,25,25,24,26,26,26,24,25,28,28,28,25,25,31,31,31,25,0,1,1,1
Puliang Shao,30,188,80,11,1.0,62,62,200000,1000,1,1,3,1,1,No,200000,58.0,62.0,63.0,59.0,33.0,63.0,20,16,12,42,11,14,15,14,48,22,31,35,37,65,62,47,47,21,36,18,16,18,18,37,14,58,23,18,58,62,63,63,59,29,29,29,27,29,29,29,27,33,33,33,31,35,35,35,31,30,33,33,33,30,29,28,28,28,29,0,1,1,1
Muslim Al Furayj,32,188,75,23,1.0,62,62,180000,3000,1,1,3,1,0,No,180000,63.0,59.0,58.0,64.0,45.0,61.0,19,18,13,23,19,11,17,20,24,20,46,44,33,58,51,44,65,35,65,16,16,18,15,48,18,51,20,13,63,59,58,61,64,30,30,30,26,27,27,27,26,29,29,29,29,29,29,29,29,27,28,28,28,27,27,28,28,28,27,1,1,1,1
Dennis Wilber Corozo Villalva,32,191,104,27,1.0,62,62,180000,500,1,1,3,1,2,No,180000,62.0,63.0,64.0,62.0,25.0,64.0,11,8,11,29,8,5,12,11,23,14,22,28,28,50,22,48,35,26,58,6,22,8,6,55,19,41,14,13,62,63,64,64,62,23,23,23,19,21,21,21,19,25,25,25,23,27,27,27,23,21,25,25,25,21,21,24,24,24,21,0,1,1,1
Ricardo Daniel Farro Caballero,35,184,80,33,1.0,62,62,80000,500,1,1,2,1,1,No,80000,60.0,60.0,60.0,65.0,46.0,62.0,19,12,11,24,18,17,19,13,24,16,45,46,40,60,39,45,62,38,76,19,20,25,17,20,24,23,16,13,60,60,60,62,65,30,30,30,25,25,25,25,25,26,26,26,28,26,26,26,28,29,29,29,29,29,29,30,30,30,29,0,1,1,1
沖 悠哉,20,184,82,6,1.0,61,72,350000,850,1,1,2,1,1,No,350000,62.0,55.0,59.0,67.0,37.0,54.0,11,12,16,20,9,12,9,11,16,15,35,38,46,60,51,44,66,17,64,10,21,11,6,31,15,23,11,10,62,55,59,54,67,26,26,26,21,22,22,22,21,24,24,24,23,22,22,22,23,22,24,24,24,22,23,27,27,27,23,0,1,1,1
Matija Šarkić,22,192,73,999,3.0,61,71,325000,1000,1,1,2,1,0,No,325000,62.0,59.0,60.0,61.0,36.0,61.0,11,13,18,27,13,12,18,12,22,25,40,33,33,58,28,45,47,20,39,17,20,6,6,22,26,27,19,14,62,59,60,61,61,27,27,27,23,24,24,24,23,26,26,26,25,25,25,25,25,23,24,24,24,23,24,23,23,23,24,0,1,1,1
İrfan Can Eğribayat,22,193,79,17,1.0,61,71,325000,3000,1,1,2,1,1,No,325000,66.0,54.0,52.0,64.0,42.0,58.0,12,6,14,27,7,12,13,10,15,16,43,42,48,59,27,39,34,21,59,6,18,13,7,31,18,37,14,11,66,54,52,58,64,25,25,25,22,23,23,23,22,25,25,25,25,24,24,24,25,24,24,24,24,24,24,24,24,24,24,0,1,1,1
Ryan William Fulton,24,191,70,26,1.0,61,67,250000,900,0,1,3,1,1,No,250000,59.0,60.0,65.0,65.0,31.0,58.0,14,18,14,25,10,16,15,11,30,22,32,31,40,52,40,49,58,24,52,13,39,12,5,40,23,41,15,14,59,60,65,58,65,27,27,27,23,25,25,25,23,28,28,28,26,28,28,28,26,24,27,27,27,24,24,27,27,27,24,1,1,1,1
Carljohan Eriksson,25,191,81,999,1.0,61,67,250000,500,1,1,1,1,1,No,250000,59.0,62.0,63.0,63.0,53.0,62.0,14,12,10,24,9,10,13,11,19,14,58,48,35,49,29,47,48,38,45,10,17,13,10,41,18,32,13,11,59,62,63,62,63,26,26,26,23,24,24,24,23,26,26,26,27,25,25,25,27,25,24,24,24,25,25,22,22,22,25,0,1,1,1
Luis Rodrigo Banegas Cury,24,184,73,34,1.0,61,67,250000,500,1,1,3,1,1,No,250000,60.0,61.0,49.0,60.0,24.0,62.0,11,9,15,29,7,7,15,15,22,11,16,30,32,58,48,37,68,30,42,9,27,7,5,34,15,22,11,11,60,61,49,62,60,22,22,22,18,20,20,20,18,23,23,23,22,24,24,24,22,21,23,23,23,21,20,22,22,22,20,0,1,1,1
韩镕泽,27,191,85,11,1.0,61,65,230000,2000,0,1,3,1,1,No,230000,59.0,55.0,64.0,63.0,41.0,63.0,17,12,14,27,15,19,14,17,39,18,39,43,42,59,56,48,61,33,43,17,31,19,18,58,19,26,17,11,59,55,64,63,63,29,29,29,27,29,29,29,27,33,33,33,31,34,34,34,31,28,31,31,31,28,27,27,27,27,27,2,1,1,1
Matthew Acton,28,184,85,28,1.0,61,64,230000,1000,1,1,2,1,1,No,230000,63.0,61.0,59.0,63.0,40.0,58.0,20,19,19,26,11,19,20,18,25,18,40,40,38,51,41,44,59,25,58,18,18,25,20,11,27,58,19,19,63,61,59,58,63,30,30,30,25,25,25,25,25,25,25,25,27,25,25,25,27,28,27,27,27,28,28,29,29,29,28,0,1,1,1
Ross Laidlaw,27,201,85,26,1.0,61,64,220000,1000,1,1,2,1,1,No,220000,63.0,59.0,56.0,59.0,24.0,61.0,11,6,10,27,8,14,10,13,23,18,29,20,21,55,23,42,31,19,69,9,24,6,8,35,17,41,10,13,63,59,56,61,59,24,24,24,20,22,22,22,20,24,24,24,23,25,25,25,23,21,25,25,25,21,20,24,24,24,20,0,1,1,1
Nick Townsend,25,181,80,0,4.0,61,63,220000,2000,1,1,2,1,2,No,220000,60.0,61.0,57.0,64.0,40.0,61.0,15,15,17,28,14,15,20,16,21,19,38,41,40,52,39,43,55,29,70,20,20,16,7,42,30,26,20,19,60,61,57,61,64,28,28,28,24,25,25,25,24,28,28,28,27,28,28,28,27,27,28,28,28,27,27,30,30,30,27,0,1,1,1
杜佳,27,186,75,11,1.0,61,63,210000,2000,1,1,3,1,1,No,210000,59.0,55.0,52.0,63.0,51.0,60.0,12,14,11,35,15,19,19,20,32,18,45,55,30,68,53,39,64,35,58,18,41,10,10,59,10,57,10,10,59,55,52,60,63,29,29,29,28,30,30,30,28,34,34,34,33,34,34,34,33,27,30,30,30,27,27,27,27,27,27,1,1,1,1
Luis Enrique Romero Durán,29,188,87,31,1.0,61,62,200000,500,1,1,2,1,1,No,200000,63.0,61.0,62.0,62.0,26.0,59.0,12,6,14,17,9,12,14,13,19,14,22,29,37,51,35,47,50,28,56,6,25,9,5,45,11,23,11,14,63,61,62,59,62,22,22,22,18,20,20,20,18,23,23,23,22,23,23,23,22,21,22,22,22,21,20,23,23,23,20,0,1,1,1
Edixson Antonio González Peroza,30,182,82,31,1.0,61,62,200000,500,0,1,3,1,1,No,200000,59.0,60.0,59.0,60.0,21.0,59.0,15,9,15,28,7,14,11,12,27,12,23,20,31,60,44,44,65,22,51,9,26,7,5,25,14,23,12,11,59,60,59,59,60,23,23,23,19,20,20,20,19,23,23,23,22,24,24,24,22,21,23,23,23,21,20,23,23,23,20,0,1,1,1
李帅,37,193,88,11,1.0,61,61,25000,1000,1,1,2,1,1,No,25000,62.0,61.0,62.0,58.0,32.0,61.0,22,11,5,24,8,6,24,15,33,14,30,34,32,59,55,47,55,41,45,12,25,17,12,47,23,52,5,8,62,61,62,61,58,24,24,24,22,23,23,23,22,26,26,26,26,29,29,29,26,25,26,26,26,25,23,21,21,21,23,1,1,1,1
隋维杰,37,188,88,11,1.0,61,61,25000,1000,1,1,3,1,1,No,25000,60.0,60.0,61.0,58.0,48.0,62.0,14,14,17,40,15,15,12,13,38,17,35,58,62,63,57,46,60,31,65,14,35,19,17,57,12,62,13,17,60,60,61,62,58,31,31,31,29,30,30,30,29,35,35,35,32,35,35,35,32,29,33,33,33,29,29,31,31,31,29,0,1,1,1
José Feliciano Peñarrieta Flores,31,185,80,34,1.0,61,61,160000,500,1,1,2,1,1,No,160000,60.0,58.0,60.0,62.0,48.0,60.0,20,19,22,25,14,17,29,18,35,23,50,46,34,60,56,45,59,40,61,12,22,20,12,33,29,29,17,15,60,58,60,60,62,31,31,31,27,28,28,28,27,29,29,29,31,30,30,30,31,29,30,30,30,29,29,29,29,29,29,0,1,1,1
Joel Ademir Pinto Herrera,40,184,78,33,1.0,61,61,25000,500,1,1,1,1,1,No,25000,59.0,59.0,61.0,63.0,50.0,60.0,11,13,13,41,11,14,20,11,26,24,52,49,58,60,46,46,83,33,74,12,24,23,15,34,13,28,13,15,59,59,61,60,63,31,31,31,28,29,29,29,28,32,32,32,31,31,31,31,31,29,31,31,31,29,28,30,30,30,28,0,1,1,1
Gavin Bazunu,18,189,78,19,3.0,60,82,400000,500,1,1,2,1,0,No,400000,60.0,59.0,56.0,60.0,27.0,59.0,11,5,11,15,7,8,14,12,22,16,29,25,54,52,42,42,65,16,50,5,16,9,8,42,15,38,12,11,60,59,56,59,60,22,22,22,19,20,20,20,19,23,23,23,21,23,23,23,21,19,22,22,22,19,19,22,22,22,19,0,1,1,1
Jamie Cumming,20,186,79,0,4.0,60,74,375000,850,1,1,2,1,0,Yes,375000,62.0,57.0,56.0,63.0,25.0,58.0,13,5,10,26,7,9,12,14,20,12,20,29,34,54,48,42,64,27,50,9,22,7,4,28,17,32,10,13,62,57,56,58,63,21,21,21,17,19,19,19,17,21,21,21,21,22,22,22,21,21,22,22,22,21,20,22,22,22,20,0,1,1,1
Karol Niemczycki,20,189,84,14,1.0,60,73,325000,850,1,1,3,1,0,No,325000,60.0,59.0,55.0,62.0,25.0,59.0,14,5,10,19,5,10,11,13,18,11,28,23,30,52,47,41,60,17,55,7,19,6,5,42,13,38,11,12,60,59,55,59,62,21,21,21,18,19,19,19,18,22,22,22,21,22,22,22,21,19,21,21,21,19,19,21,21,21,19,0,1,1,1
Edward McGinty,20,194,83,19,1.0,60,68,240000,500,0,1,2,1,0,No,240000,60.0,61.0,56.0,61.0,50.0,58.0,15,10,9,25,8,19,13,9,25,25,50,50,28,52,43,42,63,29,41,9,24,14,9,58,21,32,15,14,60,61,56,58,61,26,26,26,27,28,28,28,27,31,31,31,31,30,30,30,31,26,27,27,27,26,26,24,24,24,26,0,1,1,1
Rory Watson,24,190,85,0,4.0,60,67,220000,2000,1,1,2,1,1,No,220000,57.0,57.0,55.0,63.0,44.0,60.0,18,14,16,28,16,15,21,13,26,19,40,48,55,63,58,41,54,33,54,13,40,24,15,32,26,39,15,16,57,57,55,60,63,29,29,29,26,26,26,26,26,29,29,29,29,29,29,29,29,29,29,29,29,29,28,29,29,29,28,1,1,1,1
Daniel Rogers,26,185,77,19,1.0,60,65,200000,1000,1,1,3,1,1,No,200000,61.0,60.0,61.0,62.0,46.0,58.0,14,13,16,30,20,14,14,14,24,27,44,47,37,47,57,46,50,21,60,18,22,21,12,19,32,41,10,13,61,60,61,58,62,29,29,29,25,25,25,25,25,27,27,27,27,26,26,26,27,26,26,26,26,26,25,26,26,26,25,0,1,1,1
Stephen McGuinness,25,184,76,19,1.0,60,65,200000,500,1,1,2,1,1,No,200000,61.0,60.0,58.0,60.0,51.0,58.0,19,13,18,31,17,19,19,13,34,23,53,49,34,56,56,44,55,42,44,15,29,16,13,51,14,47,19,13,61,60,58,58,60,29,29,29,28,29,29,29,28,33,33,33,33,33,33,33,33,30,31,31,31,30,29,27,27,27,29,1,1,1,1
